,Season,Episode,Scene,Scene_Start,Scene_End,Speaking_Chararacters,Appearing_Characters,Scene_Tiitles,Specific_Stories,Scene_Texts,Scene_Keybords,Scene_Entities,MRS,Scene_Links,Scene_on_Video,Scene_Topics
273,2,2,273,2505.6,2650.68,"tyrion_lannister,cersei_lannister","tyrion_lannister,cersei_lannister,","Tyrion Lannister's Journey-Tyrion Lannister as king's hand,Cersei Lannister as Queen ",Tyrion Lannister-Tyrion as hand of the king,"Lord Janos Slynt was of the City Watch. You had no right to exile him. I have every right. I am the King Hand. You are serving as the King Hand until father gets here. I am Queen Regent. Listen to me, Queen Regent, you are losing the people. Do you hear me? Ha, the people. You think I care? You might find it difficult to rule over millions who want you dead. Half the city will starve when winter comes. The other half will plot to overthrow you. And your gold-plated thugs just gave them the rallying cry, "" The Queen slaughters babies. "". You do not even have the decency to deny it. It was not you who gave the order, was it? Joffrey did not even tell you. Or did he tell you? I imagine that would be even worse. He did what needed to be done. You want to be the Hand of the King? You want to rule? This is what ruling is! Lying on a bed of weeds, ripping them out by the root one by one before they strangle you in your sleep. I am no king, but I think there more to ruling that that. I do not care what you think! You have never taken it seriously. You have not, Jaime has not. It all fallen on me. As has Jaime repeatedly, according to Stannis Baratheon. You are funny. You have always been funny. But none of your jokes will ever match the first one, will they? You remember... back when you ripped my mother open on your way out of her and she bled to death. She was my mother too. Now they are gone, for the sake of you. There no bigger joke in the world than that.",regent rule rip funni even hand joke queen king,"['joffrey_baratheon', 'regent', 'janos_slynt', 'house_baratheon', 'jaime_lannister', 'stannis_baratheon', 'the king hand of', 'hand of the king', 'hand of the king']",0,2E02S11,16,[8]
274,2,2,274,2650.68,2874.92,"melisandre,matthos_seaworth,davos_seaworth,stannis_baratheon","stannis_baratheon,davos_seaworth,matthos_seaworth,melisandre",Stannis Baratheon's claim to the throne ,Stannis Baratheon- Stannis claim to the throne-Stannis wants ships,"Your Grace. Your Grace. How did it fare with your pirate? Salladhor Saan will join our fleet. 30 ships. His men know how to fight. In my experience, pirates prefer fighting unarmed men. Does seem the wiser choice. It will not be a choice this time. Do you trust him? Salladhor Saan is an old friend, I have known him 30 years. I have never trusted him. Well if he does his job, he will have his share. Leave us. At once, Your Grace. The Lord of Light shines through you, young warrior. Come. What did you say to him? I told him death by fire is the purest death. Why? Because it is true. You are troubled my king. Yeah. These armies are but toys for the Lord of Light. Tell your lord to burn them then. I tell him nothing! I pray for his commands and I obey. My little brother has a hundred thousand men according to the scouts. Men whose allegiance rightly belongs to me. You must have faith. Faith? In a real war, the side with the greater number wins nine times out of ten. Then we must be the ten. I cannot defeat my brother in the field, and I ca not take King Landing without the men he stole. I have seen the path to victory in the flames. At first, you must give yourself to the Lord of Light. I have said the words, damn you! I burnt the idols. You must give... all of yourself. I have a wife. I took a vow. She sick. Weak. Shut away in the tower. And she disgusts you. And she given you nothing.",lord salladhor faith saan pirate must light men,"['salladhor_saan', 'saan salladhor', 'light of lord', 'light of lord', 'light of lord', 'salladhor saan', 'lord of light', 'lord of light', 'lord of light', 'salladhor saan', 'lord of light', 'lord of light', 'lord of light']",0,2E02S15,17,[0]
275,2,3,275,109.28,145.28,"jeor_mormont,jon_snow,craster","craster,jon_snow,jeor_mormont","Jon Snow as Lord Commander-Jon Snow sees white walkers,Night's watch mission",Jon Snow -Jon as night's watch-The wildings,"Out, all of you. This bastard Wait outside. I want you and your men gone and you make this right. Wait out side, Lord Commander, Now!",lord make want wait right side men,[],0,2E02S18,2,[16]
276,2,3,276,145.28,253.96,"jeor_mormont,jon_snow,samwell_tarly","samwell_tarly,jon_snow,jeor_mormont","Jon Snow as Lord Commander-Jon Snow sees white walkers,Night's watch mission",Jon Snow -Jon as night's watch-The wildings,"Lord Commander Leave us. What did you do? I followed him. He took the baby into the woods, the newborn. What business is that of yours? No, you do not understand. He killing them, all the boys. You know. Wildlings serve crueler gods than you or I. Those boys are Craster offerings. Offerings? He murdering his own children. He a monster. Aye, many a time that monster has been the difference between life and death for our rangers, your uncle I saw it. I saw something take that child. Yeah. Whatever it was, I daresay you will see it again. Now, ready my horse. We leave at dawn. Do not lose it again.",offer lord newborn ranger saw monster child leave,['aya'],0,2E03S2,3,[5]
277,2,3,277,253.96,339.44,"gilly,samwell_tarly","samwell_tarly,gilly",Samwell Tarly's Life-Samwell and Gilly relationship,Jon Snow -Jon as night's watch-The wildings-Samwell and gilly,Gilly. You are leaving. I I wanted to give you something. It belonged to my mother I ca not take it. Please. I want you to. My mother She would let me sit with her in her chamber while she sewed and I would read to her. My father It the only thing I have of hers. She gave it to me before I left for the Wall. You You should not give it away. I am not giving it away. I am giving it to you. Keep it safe for me. Till I come back.,give would want away read ca mother,['gilly'],0,2E02S5,4,[6]
278,2,3,278,339.44,533.88,"hodor,bran_stark,maester_luwin","bran_stark,summer,hodor,maester_luwin",Bran Stark's Journey-Bran Stark Dreams,Bran Stark- Bran dreams,"Hodor Hodor. Rouse Bran, will you? It time for his lessons. Every night it the same. I am walking and running, but I am not I am not me. I am running through the godswood, sniffing the dirt, tasting blood in my mouth when I have made a fresh kill, howling. Old Nan used to tell me stories about magical people who could live inside stags, birds, wolves. That exactly what they are, Bran, - stories. So she was lying? They do not exist? Well, they may have done. But they are gone from the world, along with much else. These are dreams, Bran, nothing more. No, my dreams are different. Mine are true. I dreamt of my father And Rickon had the same dream. What about all the dreams you had that did not come true? Hmm? Right. This link is made of Valyrian steel. Only one maester in 100 wears it on his chain. It signifies that I have studied the higher mysteries. And all who study these mysteries try their hand at spells. I was no different. I was young. And what boy does not secretly wish for hidden powers to lift him out of his dull life into a special one? But in the end, for all my efforts, I got no more out of it than a thousand boys before me. Come on. All right. Maybe magic once was a mighty force in the world. But not anymore. The dragons are gone. The giants are dead. And the Children of the Forest forgotten.",hodor gone dream run magic bran differ stori studi mysteri,"['rickon_stark', 'bran_stark', 'old_nan', 'roose_bolton', 'valyrian', 'forest the children of', 'valyrian', 'children of the forest', 'valyrian', 'children of the forest']",0,2E02S6,5,[3]
279,2,3,279,533.88,771.32,"brienne_of_tarth,margaery_tyrell,renly_baratheon,maester_luwin,catelyn_stark,loras_tyrell,colen_of_greenpools","catelyn_stark,renly_baratheon,colen_of_greenpools,margaery_tyrell,brienne_of_tarth,loras_tyrell","Brienne's Journey,Robb Stark as a king in the north-catelyn_stark alliance with Renly Baratheon,Renly Baratheon's claim to the throne",Renly Baratheon-Renly as a king,"Loras! Highgarden! Get him! Oh! Yield! I yield. Well fought. Approach. Rise. Remove your helm. You are all your father I have seen Ser Loras bested once or twice, but never quite in that fashion. Now, now, my love. My brother That he did, my queen But there can only be one champion. Brienne of Tarth, you may ask anything of me you desire. If it is within my power, it is yours. Your Grace, I ask the honor of a place in your Kingsguard. What? I will be one of your seven, pledge my life to yours, and keep you safe from all harm. Done. Rise, Brienne of the Kingsguard. Your Grace, I have the honor to bring you Lady Catelyn Stark, sent as an envoy by her son Robb, Lord Lordof Winterfell and King Lady Catelyn. I am pleased to see you. May I present my wife, Margaery of House Tyrell? You are very welcome here, Lady Stark. I am so sorry for your loss. You are most kind. My lady, I swear to you I will see the Lannisters answer for your husband When I take King Landing, I will bring you Joffrey head. It will be enough to know that justice was done, my lord. Your Grace. And you should kneel when you approach the King There no need for that. Lady Stark is an honored guest. Has your son I do not sit on my son And if I did, I would not share his strategies with you. If Robb Stark wants a pact with us, he should come himself, not hide behind his mother My son Do not worry, my lady. Our war is just beginning.",ladi approach yield brienne catelyn son kingsguard stark honor grace,"['margaery_tyrell', 'robb_stark', 'loras_tyrell', 'landing', 'catelyn_stark', 'lady_crane', 'house_tyrell', 'brienne_of_tarth', 'joffrey_baratheon', 'roose_bolton', 'tarth', 'tarth', 'tarth']",0,2E01S17,6,[5]
280,2,3,280,771.32,849.32,"renly_baratheon,brienne_of_tarth,catelyn_stark,biter","gerard,catelyn_stark,renly_baratheon,brienne_of_tarth","Brienne's Journey,Robb Stark as a king in the north-catelyn_stark alliance with Renly Baratheon,Renly Baratheon's claim to the throne","Renly Baratheon-Renly as a king,Catelyn Stark-Robb ally with Renly","Your Grace. Gerard. How your foot? Better, Your Grace. They do not know their own size is all. Good man. I have 100,000 men at my command. All the might of the Stormlands and the Reach. And all of them young and bold like your Knight of Flowers? It a game to you, is not it? I pity them. Why? Because it will not last. Because they are the knights of summer and winter is coming. Brienne, escort Lady Catelyn to her tent. She tired from her journey. At once, Your Grace. Shall I return after? That will not be necessary. I would pray awhile. Alone. If you will follow me, my lady. You fought bravely today, Lady Brienne. I fought for my king Soon I will fight for him on the battlefield. Die for him if I must. And, if it please you, Brienne enough. I am no lady.",ladi brienne knight piti return fought men summer grace,"['gerald', 'brienne_of_tarth', 'stormlands the and reach', 'stormlands and the reach', 'stormlands and the reach']",0,2E03S6,7,[11]
281,2,3,281,849.32,1097.6,"balon_greyjoy,yara_greyjoy,theon_greyjoy","yara_greyjoy,balon_greyjoy,theon_greyjoy",Theon Greyjoy's journey-Robb Stark's proposal to Bolton,Theon Greyjoy-Robb ally with Balon,"What are you doing here? I live here. Are you angry with me, brother You lying bitch. It not my fault you did not recognize me. Recognize you? How could I? The last time I saw you you looked like a fat little boy. You were a fat little boy, too, but I recognized you. Why did not you tell me? I wanted to see who you were first. And I did. The plans are made. It time you heard them. Father. Father. The wolf pup While he tangling with the lion in the Westerlands, the North is ripe for the taking. The ironborn will reave and pillage, as it was in the old days, all along the northern coast. We will spread our dominion across the green lands, securing the Neck and everything above. Every stronghold will yield to us, one by one. Winterfell may defy us for a year, but what of it? The rest shall be ours, forest, field, and hall. Yara, my daughter, you will take 30 longships to attack Deepwood Motte. I have always wanted a castle. And what my role in all this? You will take a ship to raid the fishing villages on the Stoney Shore. A ship? You give her 30 and I get one? The Sea Bitch. We thought she would be perfect for you. I am to fight fishermen? Be careful of their nets. Father I know his men. He will not give up the North so easily. They will not even know we are there - until it too late. What do you know of it, woman? I am a proven warrior. Your brothers were warriors, both of them dead at the hands of those you seem so eager to protect. I am not protecting anyone. I just wonder if it not wiser to wait. Why risk going against the North if they would be our allies? Rise up against them and they could destroy us. But if we pledge fealty to them, they will give us Casterly Rock. What are our words? Our words? We do not sow. We do not sow. We are ironborn. We are not subjects. We are not slaves. We do not plow the fields or toil in the mine. We take what is ours. Your time with the wolves has made you weak. You act as if I volunteered to go. You gave me away, if you remember. The day you bent the knee to Robert Baratheon. After he crushed you. Did you take what was yours then? You gave me away! Your boy! Your last boy! You gave me away like I was some dog you did not want anymore. And now you curse me because I have come home. You would have our father bow down to your other family? I have no other family. Do not you? Make your choice, Theon, and do it quickly. Our ships sail with or without you.",ironborn take little sow fat ship gave recognize,"['robert_baratheon', 'winterfell_shepherd', 'yara_greyjoy', 'westerlands', 'north', 'neck', 'motte deepwood', 'shore stoney', 'north', 'north', 'theon', 'westerlands', 'north', 'neck', 'deepwood motte', 'stoney shore', 'north', 'north', 'theon', 'westerlands', 'north', 'neck', 'deepwood motte', 'stoney shore', 'north', 'north', 'theon']",0,2E02S13,8,[7]
282,2,3,282,1097.6,1193.4,"tyrion_lannister,shae","shae,tyrion_lannister",Tyrion Lannister's Journey-Shae as weekness ,Tyrion Lannister-Tyrion and Shae,"You will not let me leave this room. You will not let me - Keep your voice down. Why? You think your father I do not intend for you to stay here. I might be able to bring you into the castle kitchens. Again, only temporary. Every man who has tasted my cooking has told me what a good whore I am. But you would not be a cook. You would pose as a scullion. Scullion? What is a scullion? Kitchen wench. A kitchen wench? Yes, but Cleaning pots? Is that how my lion Your lion We have come to a dangerous place. My sister She will look for any weakness she can find. She ca not know about you. I am the weakness? It a compliment, my lady. How is being a weakness a compliment? Language can be a bit tricky here. Oh. I am too stupid to understand. The stupid foreign girl. I am not a kitchen wench.",weak scullion compliment cook lion kitchen wench,[],0,2E02S16,9,[17]
283,2,3,283,1193.4,1404.56,"sansa_stark,cersei_lannister,myrcella_baratheon,tommen_baratheon,shae","tommen_baratheon,cersei_lannister,myrcella_baratheon,sansa_stark,shae","Joffrey Baratheon's Journey-Joffrey Baratheon as a King, Sansa Stark's Journey-Wedding between Joffrey Baratheon and Sansa Stark",Sansa and Joffrey-Wedding between Joffrey Baratheon and Sansa Stark,"When will Joffrey and Sansa be married? Soon, darling, when the war is over. Mother says I will have a new gown for the ceremony and another for the feast. But yours will be ivory, since you are the bride. The princess Pardon, Your Grace. I am sure your dress will be beautiful, Myrcella. I am counting the days until the fighting is done and I can pledge my love to the King Is Joffrey going to kill Sansa brother? He might. Would you like that? No. I do not think so. Even if he does, Sansa will do her duty. Wo not you, little dove? Come in. Who are you? I am Shae, My Lady. Your new handmaiden. I did not know I needed a new handmaiden. You are not from here. No. What are you doing? Waiting for you to tell me what to do. I should not have to tell you to do things. You should just do them. What things? Change my linens, wash my clothing, scrub the floor, empty my chamber pot, brush my hair. No. You said to brush Not now. Your chamber pot is empty. Clean the table. Have you ever been a handmaiden before? Yes. For whom? Lady Zuriff. Lady Zuriff Lady Zuriff. There is no Lady Zuriff in this city. She was not in this city. I do not know how they did things in that city, but in this city, handmaidens wait on ladies, not the other way around. And I do not have time to answer a thousand questions and teach you how to do your job. Do you want me to leave? Just brush my hair.",ladi empti new handmaiden chamber brush citi zuriff,"['joffrey_baratheon', 'sansa_stark', 'shae', 'zuriff']",0,2E02S2,10,[2]
284,2,3,284,1404.56,1480.72,"tyrion_lannister,grand_maester_pycelle","grand_maester_pycelle,tyrion_lannister",Tyrion Lannister's Journey-Tyrion Lannister as king's hand-Tyrion propose alliance by merriage ,Tyrion Lannister-Tyrion as hand of the king-Tyrion plan on Myrcella,"Oh! Thank the gods. I have not had a proper shit in six days. I have encountered this problem before, my lord. The stresses of power often have this insalubrious effect. Two drops with water, daily. Right. I am so grateful to have a man of your vast knowledge and wisdom on my side. Please. Thank you, my lord. I can trust you, Pycelle, can I not? Why, yes, of course, my lord. These are perilous times. And the crown must forge new alliances. And these alliances must often be sealed in matrimony. Matrimony, huh? Yes. I am trusting the council with these plans, but the Queen We ca not have her meddling in affairs that could determine the future of the realm. There too much at stake. Oh, yes, yes. Indeed, yes. I shall be silent as the grave. I am brokering an alliance with House Martell of Dorne. Princess Myrcella will wed their youngest son Myrcella sent away to Dorne?",alliance trust thank dorne right yes queen myrcella often,"['pycelle', 'myrcella_baratheon', 'martell of house dorne', 'dorne', 'house martell of dorne', 'dorne', 'house martell of dorne', 'dorne']",0,2E02S3,11,[0]
285,2,3,285,1480.72,1519.28,"tyrion_lannister,lord_varys","tyrion_lannister,lord_varys","Tyrion Lannister's Journey-Tyrion Lannister as king's hand-Tyrion propose alliance by merriage,Lord Varys Journey",Tyrion Lannister-Tyrion as hand of the king-Tyrion plan on Myrcella,"But remember, the Queen must not know. Ooh. The Queen. I plan to marry Princess Myrcella off to Theon Greyjoy. Theon Greyjoy? Forgive me, my lord, but how? He grew up a ward of Winterfell. He fights for Robb Stark. Precisely. Theon father Greyjoycan destroy the Northern army from within and we can have his father",greyjoy ward theon queen rememb,"['greyjoycan', 'theon_greyjoy', 'robb_stark', 'theon_greyjoy', 'myrcella_baratheon', 'theon', 'winterfell', 'northern', 'theon', 'winterfell', 'northern', 'theon', 'winterfell', 'northern']",0,2E03S11,12,[7]
286,2,3,286,1519.28,1632.32,"tyrion_lannister,petyr_baelish","petyr_baelish,tyrion_lannister","Tyrion Lannister's Journey-Tyrion Lannister as king's hand-Tyrion propose alliance by merriage,Petry Baelish's Journey",Tyrion Lannister-Tyrion as hand of the king-Tyrion plan on Myrcella,"But remember, you must tell no one. Tell no one what? I plan to wed Princess Myrcella to Robin Arryn of the Vale. Lysa is not fond of me. But perhaps the promise of a royal match will convince her to let bygones be bygones. She imprisoned you. She tried to execute you. And you offer her sona princess For men in our position, holding grudges can be an encumbrance, do not you think? And I suppose you want me to broker this agreement? Who better? Yes, I could sing this song to Lysa, if I cared to. What in it for me? The gratitude of the people of Westeros for helping to end this war, the adoration of the King Harrenhal is cursed. Never took you for a superstitious man. By all means, tear it down and rebuild. You will be able to afford it. I plan to make you Lord of the Riverlands. With a single stroke, you would make me one of the greatest lords in the realm. You served my family well in the matter of the succession. So did Janos Slynt, and he was given Harrenhal, too. Until you snatched it away. I need you to deliver Lysa Arryn. I did not need Janos Slynt. It settled, then? (Nods.) Good. Oh. And remember The Queen",princess lysa rebuild arryn tell plan rememb slynt,"['lysa_arryn', 'arya_stark', 'harrenhal', 'myrcella_baratheon', 'janos_slynt', 'westeros', 'the of riverlands lord', 'westeros', 'lord of the riverlands', 'westeros', 'lord of the riverlands']",0,2E03S11,13,[10]
287,2,3,287,1632.32,1936.64,"renly_baratheon,loras_tyrell,margaery_tyrell","margaery_tyrell,renly_baratheon,loras_tyrell",Renly Baratheon's claim to the throne ,Renly Baratheon-Renly as a king,"That must hurt. What? What is it? A member of the Kingsguard? As if I was not humiliated enough already. Brienne is a very capable warrior. And she devoted to me. You are jealous. Jealous? Of Brienne the Beauty? Do not make me laugh. I will make it up to you. No, Your Grace. Not tonight. There another Tyrell who requires your attention. You did not win my father Your vassals are starting to snigger behind your back. Brides are not usually virgins two weeks after their wedding night. And Margaery a virgin? Officially. Shall I bring her to you? I should warn you, I have had quite a bit of wine. As is your right. You are a king You look very beautiful. Thank you, Your Grace. It a lovely gown. You think so? I ca not decide how I like it better. This way, or this way. You certainly do not need it. Although, some say the beauty most desired is the beauty concealed. Must be the wine. Here, let me. I am sorry. Do you want my brother What? He could get you started. I know he would not mind. Or I can turn over and you can pretend I am him. I do not know what you are talking about. There no need for us to play games. Save your lies for court. You are going to need a lot of them. Your enemies are not happy about us. They want to tear us apart. And the best way to stop them is to put your baby in my belly. We can try again later. You decide how you want to do it, with me, with me and Loras, however else you like. Whatever you need to do. You are a king.",brienne need start wine decide beauti right way jealous virgin,"['shae', 'house_tyrell', 'loras_tyrell', 'brienne_of_tarth', 'kingsguard', 'kingsguard', 'kingsguard']",0,2E03S7,14,[0]
288,2,3,288,1936.64,2015.72,"tyrion_lannister,cersei_lannister","cersei_lannister,tyrion_lannister",Tyrion Lannister's Journey-Tyrion Lannister as king's hand-Tyrion propose alliance by merriage ,Tyrion Lannister-Tyrion as hand of the king-Tyrion plan on Myrcella,"You monster. Myrcella is my only daughter. Do you really think I will let you sell her like a common whore? Myrcella a princess. Some would say she was born for this. I will not let you ship her off to Dorne as I was shipped off to Robert Baratheon. Dorne is the safest place for her. Are you mad? The Martells loathe us. That why we need to seduce them. We are going to need their support in the war your son She will be a hostage. A guest. You will not get away with this. You think the piece of paper Father Ned Stark had a piece of paper, too. It done, Cersei. No. You cannot stop it. No! Just how safe do you think Myrcella is if this city falls? Do you want to see her raped, butchered like the Targaryen children? Make no mistake. They will mount her pretty little head on a spike right beside yours. Get out! Get out!",think dorne get piece paper right ship myrcella,"['martells', 'robert_baratheon', 'eddard_stark, 'myrcella_baratheon', 'doran_martell', 'targaryen', 'targaryen', 'targaryen']",1,2E03S12,15,[4]
289,2,3,289,2052.6,2127.76,"drowned_priest,theon_greyjoy","theon_greyjoy,yara_greyjoy,balon_greyjoy,drowned_priest",Theon Greyjoy's journey ,Theon Greyjoy-Theon vow as greyjoy,"Theon of the House Greyjoy, you would this day consecrate your faith to the Drowned God? I would. Kneel. Let Theon, your servant, be born again from the sea as you were. Bless him with salt. Bless him with stone. Bless him with steel. What is dead may never die. What is dead may never die. But rises again harder and stronger. Stand.",dead rise never may theon bless,"['kneel', 'roose_bolton', 'house_greyjoy']",0,2E03S15,17,[3]
290,2,3,290,2127.76,2199.28,"tyrion_lannister,petyr_baelish","tyrion_lannister,petyr_baelish,bronn","Tyrion Lannister's Journey-Tyrion Lannister as king's hand-Tyrion propose alliance by merriage,Petry Baelish's Journey",Tyrion Lannister-Tyrion as hand of the king-Catelyn free Jaime,"I do not appreciate being made a fool of, dwarf. If Myrcella marries the Martell boy No, afraid not. Sorry about that. And Harrenhal, I suppose that off the table as well. Yes, I fear so. Sorry about that, too. Leave me out of your next deception. That a shame. You were to be the centerpiece of my next deception. My brother Jaime rots in a northern stockade. I would see him released. That where you come in. Robb Stark will never release the Kingslayer. No, he will not. But his mother How would you like to see your beloved Cat again?",would sorri releas decept next stark mother,"['robb_stark', 'house_martell', 'jaime_lannister', 'harrenhal', 'myrcella_baratheon']",0,2E03S13,18,[8]
291,2,3,291,2199.28,2321.6,"tyrion_lannister,grand_maester_pycelle,timett,bronn","petyr_baelish,timett,tyrion_lannister,bronn,grand_maester_pycelle,daisy",Tyrion Lannister's Journey-Tyrion Lannister as king's hand-Tyrion propose alliance by merriage,Tyrion Lannister-Tyrion as hand of the king-Tyrion plan on Myrcella,"Find him? Oh, aye. And he has company. Filthy old stoat. Almost hate to interrupt. No, you do not. No, I do not. What is the meaning of this? No, please, please. You disappoint me, Grand Maester I am your loyal servant. So loyal that you told the Queen No! Never! It a falsehood. I swear it. It was not me. Ah, Varys. It was Varys the Spider. See, I told Varys that I was giving the Princess I told Littlefinger that I planned to wed her to Robin Arryn. I told no one that I was offering her to the Dornish. No one but you. The eunuch Cut off his manhood and feed it to the goats. No, no, no. There are no goats, halfman. Well, make do. How long have you been spying for my sister All I did, I did for House Lannister. Always. Your lord father I have always been his servant since the days of the Mad King. I do not like his beard. What? What? No. No. How many Hands have you betrayed, Pycelle? Eddard Stark? Jon Arryn? Lord Arryn, he knew. He knew the truth about the Queen And he planned to act, to tell King Robert. So you poisoned him? No. Never. But you let him die, made sure he succumbed. Lannister I always served Lannister. Get him out of my sight. Throw him in one of the black cells. No. No, no, no. No, please. Do not! You ca not do this to me!",please knew loyal told goat arryn queen plan alway servant,"['petry_baelysh', 'arya_stark', 'eddard_stark', 'jon_stark', 'grand_maester_pycelle', 'house_lannister', 'robert_baratheon', 'varys the spider', 'varys', 'mad king', 'varys the spider', 'varys', 'mad king', 'varys the spider', 'varys', 'mad king']",0,2E03S18,19,[0]
292,2,3,292,2321.6,2428.4,"tyrion_lannister,lord_varys","tyrion_lannister,lord_varys","Tyrion Lannister's Journey-Tyrion Lannister as king's hand-Tyrion propose alliance by merriage,Lord Varys Journey",Tyrion Lannister-Tyrion as hand of the king-Tyrion plan on Myrcella,"For your trouble. You will be pleased to know our mutual friend is doing quite well in Lady Sansa service. Good. One of my better ideas. And it seems the Grand Maester has found his way into a black cell? Well played, My Lord Hand But should I be worried? Janos Slynt, Pycelle. The Small Council grows smaller every day. The Council has a reputation for serving past Hands poorly. I do not mean to follow Ned Stark to the grave. Power is a curious thing, my lord. Are you fond of riddles? Why, am I about to hear one? Three great men sit in a room. A king, a priest and a rich man. Between them stands a common sellsword. Each great man bids the sellsword kill the other two. Who lives, who dies? Depends on the sellsword. Does it? He has neither crown nor gold nor favor with the gods. He has a sword, the power of life and death. But if it swordsmen who rule, why do we pretend kings hold all the power? When Ned Stark lost his head, who was truly responsible? Joffrey? The executioner I have decided I do not like riddles. Power resides where men believe it resides. It a trick, a shadow on the wall. And a very small man can cast a very large shadow.",ned great resid council shadow power riddle small rich sellsword,"['eddard_stark, 'joffrey_baratheon', 'bowen_marsh', 'janos_slynt', 'sansa_stark', 'maester grand', 'small council', 'council', 'sansa_stark', 'grand maester', 'small council', 'council', 'sansa_stark', 'grand maester', 'small council', 'council']",0,2E03S19,20,[10]
293,2,3,293,2428.4,2705.92,"arya_stark,yoren","yoren,arya_stark,gendry",Arya Stark's Journey-Arya Stark escaped,Arya Stark-Arya scaped,"You should be sleeping. Tomorrow a long march. Thirty miles, if it do not piss on us. I ca not sleep. I do not like the taste. You do not drink it for the flavor, to be honest. What? How do you sleep? Same as most men, I think. But you have seen things, horrible things. Aye. I have seen some pretty things, too, but not nearly so many. How do you sleep when you When you have those things in your head? You did not see that. I made damn sure. I close my eyes and I see them up there. All of them standing there. Joffrey, the Queenand and my sister You know, we have got something in common, me and you. You know that? I must have been a couple of years older than you. I saw my brother stabbed through the heart right on our doorstep. He were not much of a villain what skewered him. Willem, the lad name was. He ran off before anyone could spit. And I just stood there, watching my brother die. Here the funny part. I ca not picture my brother face anymore. But Willem, oh, he was a nice-looking boy. He had good white teeth, blue eyes, one of those dimpled chins all the girls like. I would think about him when I was working, when I was drinking, when I was having a shit. It got to the point where I would say his name every night before I went to bed. Willem. Willem. Willem. A prayer almost. Well, one day, Willem came riding back into town. I buried an ax so deep into Willem skull they had to bury him with it. Willem horse got me to the Wall and I have been wearing black ever since. Well... That will help you sleep, eh?",seen eye got sleep brother willem thing buri drink,"['aya', 'joffrey_baratheon', 'queenand', 'willem_lannister']",0,2E02S12,21,[12]
294,2,3,294,2705.92,2956.56,"amory_lorch,polliver,yoren,goldcloak,jaqen_hghar,hot_pie,lommy_greenhands,arya_stark,gendry","gendry,yoren,lommy_greenhands,arya_stark,polliver,amory_lorch,hot_pie,jaqen_h'ghar","Arya Stark's Journey-Arya Stark escaped,Robert Barathaon as a King-Robbert's illegitimate children","Joffrey Baratheon-Joffrey as a king-Robert's illegitimate children,Arya Stark-Arya arrested by Lannisters","Ho! Get up, you lazy sons of whores! Arm yourselves. Get up. Get up. Keep out of sight, both of you. No, I am not afraid. I can fight. Keep out of sight. If things go wrong, you run. Do you hear me? You run along north and do not look back. Hey, there men out there who want to fuck your corpses. Outside, now! Come on, move, move! Gold cloaks! Everyone out! Hey, you! Open the damn cage! Where the bastard, crow? Got more than a few bastards here. Who asking? Ser Amory Lorch, sworn bannerman to Lord Tywin Lannister. These men from the capital requested our assistance. Drop your weapons in the name of the King. Now, which king would that be? This is your last chance. In the name of King Joffrey, drop your weapons. I do not think I will. So be it. I always hated crossbows. Take too long to load. Boy, come here. Boy! - Sweet boy Come back here! Help us, boy Quick, give it to me. Give me the ax. Give me that. Put them on the wagon! There more here. Come on. What do we have here? No! That a fine little blade. Maybe I will pick my teeth with it. I yield! I yield! Round up any survivors. We will take them back to Harrenhal. You heard him. You are coming with us. I yield! Help! Help me! Something wrong with your leg, boy? Look at it. Can you walk? No. You got to carry me. All right. "" Carry him, "" he says. We are looking for a bastard named Gendry. Give him up or I will start taking eyeballs. You want Gendry? You already got him. He loved that helmet.",give bastard keep yield hey name boy drop weapon,"['gendry', 'joffrey_baratheon', 'amory_lorch', 'jon_snow', 'tywin_lannister', 'harrenhal']",1,"2E03S20,2E02S11",22,[8]
295,2,4,295,94.52,213.08,rennick,"grey_wind,lannister_guard,rennick",Robb Stark as a king in the north-Robb's war against Lannisters army,Robb Stark- Robb as a king in the north-Robb against Lannisters,"It got to be the Mountain. He the biggest. He the strongest. Bulls are bigger than lions. Does not mean I would pick a bull in a fight. If the bull had fangs and claws, I would. Right, the Mountain or our man Jaime. If he ever gets out. Loras Tyrell? Loras Tyrell. He prettier than the Queen. I do not care about pretty. He better with a sword than any of them. How good could he be? He been stabbing Renly Baratheon for years, and Renly ai not dead. The horses seem a little spooked to you? They are horses. They get spooked by their own shadows. Shh. Do you hear that? No. There something out there. Oh. Oh, you are a right little prick. You should see your face. I swear you pissed yourself. "" Oh, who goes there? Ahh! "" There is something out there. Yeah, do not even try me. Rennick. Do you think I am an idiot?",someth oh spook horse mountain rennick right bull,"['rennick', 'loras_tyrell', 'renly_baratheon', 'house_baratheon', 'jaime_lannister', 'house_tyrell', 'mountain', 'mountain', 'bulls', 'queen', 'mountain', 'bulls', 'queen', 'mountain', 'bulls', 'queen']",1,2E01S17,2,[15]
